OID_,COUNT,MEAN_JV,MEAN_LND_VAL,MEAN_LND_SQFOOT,MEAN_ACT_YR_BLT,MEAN_TOT_LVG_AREA,MEAN_WaterAccess,SHAPE_Area,Hwy_NEAR_DIST,Hwy_Acc_NEAR_DIST,Beach_NEAR_DIST,Grocery_NEAR_DIST,A_School_NEAR_DIST,B_School_NEAR_DIST,C_School_NEAR_DIST,Any_School_NEAR_DIST,Lat,Long
171,8.000000000000000,291761.25,15402.500000000000000,7701.125000000000000,1973.000000000000000,1315.500000000000000,0.000000000000000,93217.889952373981941,2777.160374311341911,2799.744206274221142,10943.185576200923606,15376.816739483092533,15618.645291246109991,9114.475141397499101,2313.237245067639378,2313.237245067639378,26.3035603,-80.1105194
172,8.000000000000000,513835,45650.000000000000000,7608.250000000000000,1986.250000000000000,1978.375000000000000,0.000000000000000,93217.889953268706449,14788.385133292033061,15053.892608841648325,28449.830825531847950,30031.161540854569466,7153.482995049378587,2571.108974799056796,17965.055728891784383,2571.108974799056796,26.3237305,-80.1624069
173,3.000000000000000,166123.333333333,4976.666666666666970,1243.666666666666742,1975.000000000000000,1175.333333333333258,0.000000000000000,93217.782314838535967,95.700484587172909,2050.110401079058647,13125.663718130568668,18875.826347473714122,12533.810899398278707,11406.666818156287263,3276.039086955357561,3276.039086955357561,26.3121719,-80.1165237
174,3.000000000000000,307716.666666667,75996.666666666671517,8444.333333333333940,1968.333333333333258,1400.666666666666742,0.000000000000000,93217.836131936695892,4146.335288542165472,5452.478019447637053,21393.554275227634207,14667.706633857898851,16558.751984230322705,4752.058614193194444,4218.411732432907229,4218.411732432907229,26.2847767,-80.1384125
175,17.000000000000000,354607.058823529,35858.235294117650483,3762.941176470588289,1999.529411764705856,1725.470588235294144,0.000000000000000,93217.836134053621208,14074.442245179181555,15156.465270822733146,29198.352056797306432,25152.430987158761127,6082.553528655576883,4470.252726853243075,12989.524245062657428,4470.252726853243075,26.2993813,-80.1660538
176,6.000000000000000,447861.666666667,48466.666666666664241,10605.166666666666060,1999.666666666666742,2075.500000000000000,0.000000000000000,93217.782314838535967,13677.772735070693670,14948.321737592727004,28958.521607433591271,24650.929388670505432,6606.429599141114522,4605.658915059485480,12436.976883933128192,4605.658915059485480,26.2980232,-80.1651993
177,12.000000000000000,295790,34310.000000000000000,1372.250000000000000,2007.000000000000000,1485.000000000000000,0.000000000000000,93217.889951151781133,1059.505393436315671,2227.588011726799323,13456.277590915706242,14149.730086631625454,17625.223645965783362,6407.426131512816028,898.229360177819217,898.229360177819217,26.2981892,-80.1175003
178,6.000000000000000,487600,47021.666666666664241,7836.833333333333030,1994.500000000000000,2254.500000000000000,0.000000000000000,93217.836134053621208,16156.309175180247621,16578.329582433409087,29927.905056059276831,31596.214362653965509,5605.695015291978052,3832.397177930559337,19601.571248880634812,3832.397177930559337,26.3260117,-80.1667328
179,9.000000000000000,681887.777777778,64953.333333333335759,8119.222222222222626,1957.111111111111086,2087.888888888888687,0.000000000000000,93217.782314838535967,9631.017079074483263,9967.077756682836480,3590.805380290039466,16884.275295399042079,14214.317073734808218,14943.223796153095464,2455.717450542791084,2455.717450542791084,26.3070297,-80.0879440
180,6.000000000000000,336530,17016.666666666667879,8508.166666666666060,1966.000000000000000,1533.166666666666742,0.000000000000000,93217.782312110517523,3350.958900118885140,4452.036793390891035,11937.068028052948648,12098.045338636995439,19052.249907018383965,6086.816140435556918,382.075226974702332,382.075226974702332,26.2940903,-80.1114578
181,7.000000000000000,1068375.71428571,255231.428571428579744,10190.285714285713766,1965.428571428571331,2715.142857142857338,0.714285714285714,93217.836134053621208,11048.835460503963986,11118.814036686893814,3230.878961073819937,14774.215030841540283,16783.490034066082444,14272.833259004633874,3867.622906872225940,3867.622906872225940,26.3002434,-80.0853958
182,7.000000000000000,240580,26071.428571428572468,6642.857142857143117,1988.142857142857110,1449.142857142857110,0.000000000000000,93217.889953268706449,3748.470361733902337,3766.553696881894666,9304.185494629931782,19851.390632535640179,11018.078406140355582,14257.705013060356578,2534.005899865668653,2534.005899865668653,26.3166103,-80.1043472
183,7.000000000000000,470722.857142857,45274.285714285717404,7545.857142857143117,1986.142857142857110,1821.857142857142890,0.000000000000000,93217.782312721625203,14555.973204371912288,14689.821533054582687,28119.341178613849479,29234.079244917498727,7551.556644730030712,1720.696342060391089,17277.491891672649217,1720.696342060391089,26.3214684,-80.1615601
184,12.000000000000000,347575.833333333,18541.666666666667879,7416.666666666666970,1961.666666666666742,1591.166666666666742,0.000000000000000,93217.782314838535967,1920.834335414009274,1940.265442366710431,20785.616270951548358,11037.912955477087962,16177.794796721525927,2972.324500105319203,2449.465590969393816,2449.465590969393816,26.2757092,-80.1315384
185,6.000000000000000,217966.666666667,32665.000000000000000,8165.500000000000000,1964.833333333333258,1455.500000000000000,0.000000000000000,93217.782314838535967,3594.672194514313105,3845.577691460985534,9523.089882513331759,18723.790411811758531,12200.372145410099620,13103.146978997383485,1351.336169445895166,1351.336169445895166,26.3134556,-80.1052399
186,9.000000000000000,445353.333333333,30800.000000000000000,7700.000000000000000,1968.777777777777828,1855.333333333333258,0.000000000000000,93217.836134053621208,6056.110879292045865,6120.475418699656984,6997.764038873672689,19190.169875602929096,11278.908318866193440,14846.149770329255261,1641.411337931701610,1641.411337931701610,26.3147621,-80.0974274
187,4.000000000000000,293710,25492.500000000000000,6372.500000000000000,1980.250000000000000,1436.000000000000000,0.000000000000000,93217.889951151781133,4114.749411515090287,4679.293838487276844,9095.514953789313950,17558.781924639803037,13242.100229625812062,12233.848153805025504,581.030805899455231,581.030805899455231,26.3102913,-80.1044006
188,2.000000000000000,3273490,970355.000000000000000,14928.500000000000000,1986.500000000000000,6162.000000000000000,1.000000000000000,93217.836134053621208,12467.688427410346776,12733.448196496578021,1262.760975722106878,16323.856488569439534,16231.796451307445750,16241.314932366600260,5095.542124724600399,5095.542124724600399,26.3029175,-80.0801697
189,21.000000000000000,213870.476190476,8285.714285714286234,3443.142857142857338,1981.380952380952294,956.428571428571445,0.000000000000000,93217.836131936695892,1647.114843423878710,4226.971905056620926,18832.576160211108800,12949.179713130453820,18534.198660207908688,2678.639315859109047,5364.376297667836297,2678.639315859109047,26.2860832,-80.1306000
190,9.000000000000000,468034.444444444,51258.888888888890506,7507.555555555555657,1981.000000000000000,2208.888888888888687,0.000000000000000,93217.836134053621208,5659.555442000111725,6394.222509103502489,20380.045056056445901,18680.721807030495256,14007.738159217456996,8497.945747482108345,7348.744485674751559,7348.744485674751559,26.3005772,-80.1391602
191,9.000000000000000,431430,23400.000000000000000,4011.666666666666515,1991.333333333333258,2014.111111111111086,0.000000000000000,93217.889951151781133,5004.639434939672356,5890.587704321817000,22365.380801594244986,15127.040726689943767,16124.326788098735051,5477.868744818650157,3783.148894158033272,3783.148894158033272,26.2834396,-80.1410217
192,2.000000000000000,366900,40595.000000000000000,6765.500000000000000,1982.500000000000000,1537.500000000000000,0.000000000000000,93217.782314838535967,9072.187192378101827,9158.941188847695230,22785.087221761572437,23916.017509978930320,11469.698243928802185,4741.211016436785030,11564.935470823698779,4741.211016436785030,26.3141556,-80.1459961
193,9.000000000000000,640723.333333333,94693.333333333328483,7846.666666666666970,1961.111111111111086,1835.888888888888914,0.222222222222222,93217.889951151781133,10339.753732710025361,10483.542365706583951,3451.399663026754297,15220.105696377000640,16041.007009667508100,14121.287005424837844,3050.458404932876874,3050.458404932876874,26.3020592,-80.0871201
194,10.000000000000000,281958,15000.000000000000000,7500.000000000000000,1964.400000000000091,1407.299999999999955,0.000000000000000,93217.782314838535967,1415.482075228040912,2152.097481573989626,16869.700976504016580,8897.393109206263034,16125.815516149212272,1128.904458490098705,2343.206200862478454,1128.904458490098705,26.2797031,-80.1202393
195,20.000000000000000,303694.5,19925.000000000000000,1992.500000000000000,1979.049999999999955,1613.750000000000000,0.000000000000000,93217.836134053621208,2501.582432339837396,4565.843947871628188,17796.334133867028868,15596.683046416983416,17178.387584282940225,5676.808637778152843,4270.205614276216693,4270.205614276216693,26.2960110,-80.1305237
196,4.000000000000000,340237.5,16232.500000000000000,1299.500000000000000,1985.000000000000000,1533.000000000000000,0.000000000000000,93217.889953268706449,11932.168049166992205,12295.047038058628459,25639.637838326310884,28464.991607907388243,9144.514589673995943,3622.344719944400822,15906.963206093221743,3622.344719944400822,26.3245811,-80.1537323
197,7.000000000000000,473052.857142857,52635.714285714282596,7522.571428571428442,1980.285714285714221,2252.428571428571558,0.000000000000000,93217.836134053621208,6915.052601525290811,7891.791280330504378,21841.877913572971011,19311.772881062795932,12766.533902068129464,8224.089546311770391,8637.350598762122900,8224.089546311770391,26.2992496,-80.1435089
198,5.000000000000000,620562,181604.000000000000000,7811.399999999999636,1964.599999999999909,1820.400000000000091,0.000000000000000,93217.782314838535967,9977.201233895289988,10153.317775718656776,3162.363201984122497,17979.965142220906273,13348.841013228155134,16008.518772338469716,2977.183441391037377,2977.183441391037377,26.3097267,-80.0861893
199,9.000000000000000,332100,13351.111111111111313,6675.333333333333030,1961.888888888888914,1275.666666666666742,0.000000000000000,93217.889954490907257,3343.266728594178403,3791.366886289467402,11317.442669932846911,13135.077328054689133,17913.187731353555137,7163.043784381380647,705.778065235804206,705.778065235804206,26.2972431,-80.1105652
200,4.000000000000000,289875,17305.000000000000000,8652.500000000000000,1958.000000000000000,1124.500000000000000,0.000000000000000,93217.782314838535967,1001.709253716021180,5262.247190206758205,15179.852199773000393,11754.255195931176786,19627.778580856698682,3183.193340763335073,2119.852974029571214,2119.852974029571214,26.2896309,-80.1201630
201,19.000000000000000,278035.263157895,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0.000000000000000,93217.836134053621208,7003.617109373095445,7372.264431056700232,21451.730027422898274,20173.035219007859268,12692.092540223888136,7442.529983743384037,8724.080336194094343,7442.529983743384037,26.3033047,-80.1426086
202,2.000000000000000,512370,27555.000000000000000,13777.000000000000000,1989.000000000000000,2649.000000000000000,0.000000000000000,93217.889951151781133,3124.921120365510887,3705.439563027269742,15275.648837097602154,8073.171615304487204,16081.066536104815896,2736.370155336745938,2630.196154926603413,2630.196154926603413,26.2805729,-80.1150284
203,1.000000000000000,413990,62500.000000000000000,7813.000000000000000,1959.000000000000000,1255.000000000000000,0.000000000000000,93217.836131936695892,8769.617048328627789,8770.936259265914487,5865.107891277049930,13314.548608378774588,17331.257821521350706,11652.230721437796092,2837.058073824223356,2837.058073824223356,26.2980366,-80.0932159
204,1.000000000000000,294280,44830.000000000000000,8539.000000000000000,1962.000000000000000,914.000000000000000,1.000000000000000,93217.889951151781133,5353.253991729008703,6224.764625023203735,8371.561159071345173,23922.418662801093888,6689.413091762900876,18574.176624402884045,3264.666806546950284,3264.666806546950284,26.3278637,-80.0999298
205,5.000000000000000,392828,25336.000000000000000,7238.399999999999636,1965.000000000000000,1806.000000000000000,0.000000000000000,93217.836134053621208,1338.074993580751197,1800.392332404006766,19798.918189766114665,11033.420830937378923,16781.523062996220688,1967.659021094177888,3438.034799769052370,1967.659021094177888,26.2784061,-80.1297913
206,7.000000000000000,656912.857142857,60575.714285714282596,7571.857142857143117,1970.714285714285779,2420.714285714285779,0.000000000000000,93217.889953268706449,10945.103142672420290,11018.220348026376087,2129.004206779347442,19244.473562417791982,12689.828945904899228,17511.918804018005176,4222.668315802184225,4222.668315802184225,26.3124123,-80.0827026
207,4.000000000000000,515017.5,51470.000000000000000,7353.000000000000000,1986.750000000000000,1669.000000000000000,0.000000000000000,93217.889953268706449,15335.070316291419658,15660.855158699176172,29038.979014156349876,30656.237015297137987,6528.942136011713046,3032.397677663242575,18619.579487410872389,3032.397677663242575,26.3246422,-80.1641388
208,7.000000000000000,212377.142857143,31571.428571428572468,7892.714285714285325,1969.857142857142890,1333.714285714285779,0.000000000000000,93217.889953268706449,3730.471025735601870,3730.696902648821833,9322.691760979192622,20178.979952310452063,10702.863177281946264,14553.438194598536938,2854.594499459542021,2854.594499459542021,26.3175125,-80.1043396
209,8.000000000000000,537572.5,66177.500000000000000,8272.250000000000000,1956.000000000000000,1465.375000000000000,0.000000000000000,93217.836134053621208,9054.150566895536031,9195.324886990585583,4073.996874210289661,18258.083878639663453,12711.874257168565236,15704.584642915653603,2174.219952416071919,2174.219952416071919,26.3110962,-80.0887833
210,6.000000000000000,264161.666666667,30331.666666666667879,7582.166666666666970,1978.500000000000000,1179.833333333333258,0.000000000000000,93217.782312721625203,3720.853601425246325,4169.633253648372374,9444.221489080104220,18069.478606686912826,12833.370449855176048,12522.156848422971962,723.764605048795715,723.764605048795715,26.3116512,-80.1052551
211,4.000000000000000,375952.5,16510.000000000000000,8256.000000000000000,1998.250000000000000,1959.250000000000000,0.000000000000000,93217.889951151781133,3110.356625746887403,3273.255817225154715,15867.264975255127865,7277.395143166170783,15110.530124867522318,2954.406577083805132,1704.344177059961567,1704.344177059961567,26.2778664,-80.1150513
212,13.000000000000000,431552.307692308,27168.461538461539021,4183.384615384615245,1996.307692307692378,1806.153846153846189,0.000000000000000,93217.889953268706449,15297.536269233927669,15377.353891530394321,28924.103817941067973,29234.661214056483004,6393.649323966170414,1341.772873501296090,17591.748938581604307,1341.772873501296090,26.3192272,-80.1641769
213,9.000000000000000,323914.444444444,14777.777777777777374,7388.888888888888687,1962.888888888888914,1445.222222222222172,0.000000000000000,93217.782312721625203,1918.333042853148299,2089.306476034335446,12171.768584558303701,14699.328780857122183,16588.742101483039733,7733.302808496727266,2061.038148171817284,2061.038148171817284,26.3008747,-80.1140137
214,10.000000000000000,310993,15100.000000000000000,7550.300000000000182,1962.299999999999955,1439.400000000000091,0.000000000000000,93217.782314838535967,1999.205379179888723,2287.912210799238892,12220.561428325752786,14385.387574241816765,16916.791174664995197,7434.123499578809970,1767.399714287627603,1767.399714287627603,26.2999725,-80.1140137
215,8.000000000000000,359977.5,16732.500000000000000,8366.875000000000000,1971.000000000000000,1495.125000000000000,0.000000000000000,93217.889954490907257,2719.364234591188961,3864.177818598948761,12367.861858165899321,12579.679727730424929,18719.517228154349141,6000.455542655060526,846.647244521369203,846.647244521369203,26.2950039,-80.1131897
216,5.000000000000000,1563884,277200.000000000000000,9810.000000000000000,1981.599999999999909,2697.800000000000182,0.600000000000000,93217.782314838535967,10654.939650414120479,10780.725278082763907,3248.375403405352245,15148.470260949447038,16249.036959421029678,14276.122563442184401,3378.246315840938223,3378.246315840938223,26.3016033,-80.0862503
217,5.000000000000000,223216,23520.000000000000000,6898.399999999999636,1971.000000000000000,1399.200000000000045,1.000000000000000,93217.889953268706449,3925.145449666550576,4980.650823908615166,9703.230588346668810,23783.361356285811780,7310.615419666918569,17881.146207387449977,3993.164468647340072,3993.164468647340072,26.3274403,-80.1042633
218,7.000000000000000,480278.571428571,53607.142857142855064,8045.000000000000000,1979.714285714285779,2261.000000000000000,0.000000000000000,93217.782314838535967,6364.330590286757797,7343.115585430024112,21276.881529971349664,18907.365084601718991,13310.696599060151129,8623.005815251231979,8076.962874687328622,8076.962874687328622,26.2992382,-80.1417694
219,5.000000000000000,406306,36000.000000000000000,6000.000000000000000,1980.599999999999909,1740.400000000000091,0.000000000000000,93217.889954490907257,10411.640118579824048,10592.664293513302255,24045.426334379331820,25393.148920967309095,10548.962028547492082,3553.564887258378349,13061.384192950879878,3553.564887258378349,26.3168850,-80.1494522
220,6.000000000000000,353421.666666667,25863.333333333332121,7746.333333333333030,1962.833333333333258,1495.500000000000000,0.000000000000000,93217.782314838535967,1061.259981305850943,1297.421223185540157,19801.491798969844240,10534.145060543301952,16214.522948409456149,1998.263144790247907,3432.569821174212848,1998.263144790247907,26.2770481,-80.1289291
221,6.000000000000000,560275,59816.666666666664241,7477.166666666666970,1986.000000000000000,2785.666666666666515,0.000000000000000,93217.889953268706449,11891.622653334949064,12430.024906409844334,25695.674169245849043,28988.925182358387246,8808.063928230129022,4160.363821231729162,16343.808782944788618,4160.363821231729162,26.3263874,-80.1537170
222,11.000000000000000,254550.909090909,10800.000000000000000,4442.181818181818016,1983.272727272727252,1224.727272727272748,0.000000000000000,93217.836134053621208,1773.731405405637361,4832.811265792861377,18596.431435053640598,13397.190627861766188,18242.134599979712220,3129.272824403112736,5050.444880413454484,3129.272824403112736,26.2878895,-80.1305847
223,6.000000000000000,442498.333333333,57693.333333333335759,8017.666666666666970,1981.333333333333258,2077.166666666666515,0.000000000000000,93217.836131936695892,6834.180265198663619,7980.470143663491399,21878.947795388048689,19085.183665812986874,12866.868498781745075,8466.252437422246658,8590.841919661696011,8466.252437422246658,26.2983456,-80.1435165
224,11.000000000000000,288763.636363636,15248.181818181818016,7624.181818181818016,1959.090909090909008,1147.272727272727252,0.000000000000000,93217.782312721625203,1325.198599020752908,4130.495550053367879,15723.998500418323601,10662.761502985851621,18349.542567761222017,2009.261258680490755,3345.368842816693359,2009.261258680490755,26.2860203,-80.1201935
225,7.000000000000000,288301.428571429,30651.428571428572468,7663.000000000000000,1972.000000000000000,1527.142857142857110,0.000000000000000,93217.889953268706449,2435.641159317110578,3154.414989447205699,10919.870968726911087,22749.557416207971983,8156.799164110530000,16335.984027242122465,4577.015451863922863,4577.015451863922863,26.3243084,-80.1086273
226,6.000000000000000,749208.333333333,154783.333333333343035,8547.500000000000000,1960.666666666666742,2098.000000000000000,0.000000000000000,93217.782312721625203,10036.029863722766095,10256.146775382734631,3117.534774105500674,17663.393844245045329,13669.973863182221976,15798.168238479864158,2998.541357084904121,2998.541357084904121,26.3088226,-80.0861969
227,18.000000000000000,247553.888888889,10072.777777777777374,3357.444444444444343,1983.000000000000000,1151.166666666666742,0.000000000000000,93217.889953268706449,1068.956575077912021,5079.969505969704187,17627.485252815244166,13161.536203975141689,18816.959654602575029,3077.582538453847519,4066.217366408621729,3077.582538453847519,26.2892265,-80.1279755
228,8.000000000000000,721723.75,125141.250000000000000,10151.125000000000000,1959.875000000000000,1877.000000000000000,0.125000000000000,93217.889953268706449,10182.333310938121940,10451.907280616296703,3289.905989904770649,15849.449939514497601,15393.075228029772916,14483.713992434146348,2809.106048250403092,2809.106048250403092,26.3038654,-80.0871048
229,6.000000000000000,276463.333333333,16483.333333333332121,8242.000000000000000,1973.000000000000000,1262.000000000000000,0.000000000000000,93217.889953268706449,1359.918542134488689,1369.733841048650902,12353.754460724832825,15880.943463455892925,15447.649117960154399,8700.229035442805980,3078.169547573899308,3078.169547573899308,26.3040390,-80.1148529
230,7.000000000000000,592661.428571429,32531.428571428572468,8133.000000000000000,1966.285714285714221,1900.428571428571331,0.000000000000000,93217.782312721625203,6919.606369406108570,6988.446000077342433,6137.482600497619387,19089.494142717550858,11418.750745017896406,15220.985310731379286,1464.159425663316824,1464.159425663316824,26.3142929,-80.0948257
231,6.000000000000000,432950,38953.333333333335759,6492.166666666666970,1992.333333333333258,1932.833333333333258,0.000000000000000,93217.782314838535967,8832.912794702400788,8837.330443053180716,22671.832316402578726,23148.747010056129511,11369.227433636404385,4991.687658747613568,11029.799199776143723,4991.687658747613568,26.3114491,-80.1460190
232,9.000000000000000,310167.777777778,30000.000000000000000,7500.000000000000000,1967.555555555555657,1425.666666666666742,0.000000000000000,93217.782312721625203,2080.437733824436236,2282.420934208242215,11103.833290894097445,21643.654254717559525,9258.091977282239895,15155.113699486899350,4216.124299616240023,4216.124299616240023,26.3211555,-80.1095200
233,8.000000000000000,1029368.75,217188.750000000000000,8044.000000000000000,1965.000000000000000,2167.250000000000000,1.000000000000000,93217.836131936695892,9788.092426687850093,9917.183662195700890,3991.291176379322224,15065.832308535414995,15962.968326178413918,13645.027053555264501,2555.289686022051228,2555.289686022051228,26.3020706,-80.0888519
234,12.000000000000000,450406.666666667,47891.666666666664241,7981.833333333333030,1987.416666666666742,1906.833333333333258,0.000000000000000,93217.889953268706449,16794.754691367983469,16880.685788973380113,30370.243835320932703,30595.170908034906461,5551.842897434685256,2789.855975871520059,19073.438237227102945,2789.855975871520059,26.3206062,-80.1685028
235,8.000000000000000,605746.25,61750.000000000000000,7718.875000000000000,1960.875000000000000,1836.625000000000000,0.000000000000000,93217.782314838535967,9921.985897800888779,10060.141866719430254,3207.191629861805268,18296.942047280015686,13028.054525523930351,16222.777327716959917,2991.867237104352171,2991.867237104352171,26.3106289,-80.0861816
236,24.000000000000000,442851.25,40807.500000000000000,2040.375000000000000,2021.000000000000000,1905.291666666666742,0.000000000000000,93217.782312721625203,3240.733925613786596,3500.970514637031101,16984.754275346898794,19724.900844452888123,14086.970875287774106,10567.142155840901978,6533.771776344952741,6533.771776344952741,26.3104420,-80.1286850
237,6.000000000000000,647353.333333333,110788.333333333328483,17527.333333333332121,1964.833333333333258,2312.833333333333485,0.000000000000000,93217.782312721625203,9236.431439166850396,9351.055627174175243,4538.114482967096592,14931.604675657241387,15904.862157143197692,13176.061788668412191,2077.378825710829915,2077.378825710829915,26.3020821,-80.0905838
238,2.000000000000000,2119135,468980.000000000000000,6253.000000000000000,2014.000000000000000,3779.000000000000000,0.000000000000000,93217.836131936695892,11721.993775325932802,11726.812331314298717,1478.939891727984786,22473.500391964844312,10141.759038673952091,20262.495357398111082,4812.980537532278504,4812.980537532278504,26.3209686,-80.0800323
239,4.000000000000000,233362.5,31552.500000000000000,7888.250000000000000,1969.500000000000000,1193.500000000000000,0.000000000000000,93217.782314838535967,2595.668878741125809,2597.727721199700682,10457.396386287706264,20272.605098589632689,10632.115968751728360,14103.795919412666990,2821.895599376426617,2821.895599376426617,26.3175335,-80.1078110
240,7.000000000000000,587335.714285714,63605.714285714282596,8462.428571428570649,1978.714285714285779,2078.714285714285779,0.000000000000000,93217.889953268706449,8921.245521462755278,9054.500223409067985,4776.589676952461559,15032.943633668332041,15719.683646759578551,13041.195706030626752,1751.959195987484918,1751.959195987484918,26.3025379,-80.0914459
241,8.000000000000000,240292.5,10695.000000000000000,3684.000000000000000,1981.000000000000000,1100.000000000000000,0.000000000000000,93217.836131936695892,1595.470679697368269,3353.909915802220439,19223.384171410012641,12312.215200059243216,18533.492088183589658,2173.980891901237101,4524.666884022850354,2173.980891901237101,26.2833767,-80.1306152
242,5.000000000000000,537386,22150.000000000000000,1476.599999999999909,1998.000000000000000,1418.200000000000045,0.000000000000000,93217.782314838535967,12951.010898544465817,13159.208552078665889,213.240933649786371,18020.478029017824156,15121.411401984119948,17727.629651930048567,5846.285087168275822,5846.285087168275822,26.3069630,-80.0775375
243,2.000000000000000,265930,19450.000000000000000,9726.500000000000000,1965.500000000000000,1014.500000000000000,0.000000000000000,93217.889951151781133,1703.888280472214319,3799.214386664135873,15701.461188524528552,10097.403969873999813,17805.285703131612536,1832.506750496190762,3759.351361576258569,1832.506750496190762,26.2846603,-80.1193390
244,12.000000000000000,314744.166666667,25968.333333333332121,3292.916666666666515,1983.583333333333258,1432.583333333333258,0.000000000000000,93217.782312721625203,4785.344085456733410,6306.486671301829119,19977.031212062818668,17329.930326826848614,14910.037996677050614,7106.076076519060734,6561.027881660691492,6561.027881660691492,26.2969551,-80.1374512
245,7.000000000000000,467777.142857143,35397.142857142855064,6286.714285714285325,1998.000000000000000,2009.000000000000000,0.000000000000000,93217.836134053621208,14551.984091612264820,15354.512281355799132,29428.809887497362070,25836.130226049899647,5391.636728797421711,4562.637982337909307,13786.438647993270934,4562.637982337909307,26.3016434,-80.1669083
246,23.000000000000000,279699.130434783,15542.173913043478024,1295.086956521739239,1983.652173913043498,1236.086956521739239,0.000000000000000,93217.889953268706449,12014.029046881913018,12127.523853739367041,25557.002802275314025,27434.194054579031217,9708.889071620616960,2707.437483474639521,15081.034195956051917,2707.437483474639521,26.3209705,-80.1537552
247,2.000000000000000,423235,42960.000000000000000,2148.000000000000000,1987.000000000000000,1674.000000000000000,0.000000000000000,93217.782314838535967,12114.170255326078404,12792.307106767693767,26866.655194562456018,23843.337106127244624,7609.891825546273139,5037.776665891573430,12372.194909286143229,5037.776665891573430,26.3020496,-80.1590958
248,10.000000000000000,335296,14513.000000000000000,7256.399999999999636,1963.599999999999909,1566.000000000000000,0.000000000000000,93217.889953268706449,1602.535551112677012,1762.057258520902224,12432.665949586818897,14939.782874786853426,16431.362103643914452,7775.992849942728753,2118.494315547254246,2118.494315547254246,26.3013306,-80.1148758
249,3.000000000000000,396760,71936.666666666671517,11212.666666666666060,1997.000000000000000,2068.000000000000000,0.000000000000000,93217.889953268706449,13053.869923108783041,13987.934948076253932,28040.481399941378186,24382.419097301099100,6867.303931159362946,5651.302036710171706,12494.993625726017854,5651.302036710171706,26.3002644,-80.1625824
250,12.000000000000000,434218.333333333,12018.333333333333940,3004.250000000000000,2020.000000000000000,1735.250000000000000,0.000000000000000,93217.889953268706449,3586.579896695724528,4603.499856832051591,21109.365405475658918,13832.081442762320876,17391.387474304785428,4049.342814479728986,3608.775620587372032,3608.775620587372032,26.2829609,-80.1366882
251,19.000000000000000,233118.947368421,6593.684210526315837,3298.368421052631675,1980.894736842105203,1075.684210526315837,0.000000000000000,93217.836134053621208,1590.615848157826576,3638.629911152865589,19088.365486089547630,12519.540852419251678,18832.354494682935183,2321.365912345659126,4798.469264391826073,2321.365912345659126,26.2842789,-80.1306076
252,8.000000000000000,398283.75,43572.500000000000000,7262.125000000000000,1982.000000000000000,1887.750000000000000,0.000000000000000,93217.889951151781133,6372.022443848929470,6837.613402036886328,20899.513339431221539,19548.633316541403474,13311.857648920118663,8093.687565933570113,8080.593033344030118,8080.593033344030118,26.3023930,-80.1408844
253,7.000000000000000,198415.714285714,8581.428571428570649,2447.428571428571558,1985.428571428571331,1030.142857142857110,0.000000000000000,93217.782314838535967,4902.196594536590055,5051.989722764948965,8656.480784406785460,15413.379225499385939,15273.152237158165008,10627.883024247108551,1843.006882350753131,1843.006882350753131,26.3044205,-80.1035767
254,12.000000000000000,423581.666666667,28633.333333333332121,7158.333333333333030,1965.333333333333258,1596.833333333333258,0.000000000000000,93217.836134053621208,6557.180194101913003,6756.756661824866569,6953.322962461064890,15407.860500714246882,15062.418080916953841,11751.282625606821966,610.529530277282447,610.529530277282447,26.3043880,-80.0983734
255,18.000000000000000,250593.888888889,10800.000000000000000,3600.055555555555657,1984.000000000000000,1197.888888888888914,0.000000000000000,93217.836131936695892,1854.603741732293656,5140.366463002374076,18485.963507041946286,13627.522279502200035,18103.255734215708799,3379.923718508941874,4886.727290747745428,3379.923718508941874,26.2887917,-80.1305771
256,7.000000000000000,320232.857142857,20240.000000000000000,8095.857142857143117,1961.142857142857110,1394.285714285714221,0.000000000000000,93217.836134053621208,1342.929825120173291,1625.504441792816124,19962.923340483950597,10862.201340730944139,16487.922010973226861,2132.489178867976079,3265.677559633954388,2132.489178867976079,26.2775040,-80.1297913
257,7.000000000000000,518840,32915.714285714282596,8229.000000000000000,1960.857142857142890,1664.142857142857110,0.000000000000000,93217.836134053621208,7219.238064225032758,7300.327116216673858,5844.553147215898207,18955.924509255335579,11584.671601997628386,15269.874629046591508,1381.295942024228907,1381.295942024228907,26.3138371,-80.0939636
258,9.000000000000000,328798.888888889,38351.111111111109494,1917.555555555555657,1985.555555555555657,1422.000000000000000,0.000000000000000,93217.889951151781133,11636.628090932043051,12600.973361344478690,26636.254991544177756,23126.346670871960669,8199.845327009148605,5886.087732492713258,11528.967120694142068,5886.087732492713258,26.2997875,-80.1582489
259,11.000000000000000,415537.272727273,37249.090909090911737,6208.000000000000000,1978.363636363636260,1772.909090909090992,0.000000000000000,93217.889954490907257,10175.509485921136729,10221.509006453759866,23911.484514562282129,24632.561998204470001,10346.422492132434854,3623.284568325726468,12512.833366345666946,3623.284568325726468,26.3141766,-80.1494675
