OID_,PARCEL_ID,JV,LND_VAL,LND_SQFOOT,ACT_YR_BLT,TOT_LVG_AREA,WaterAccess,Hwy_Acc_NEAR_DIST,Hwy_NEAR_DIST,Beach_Acc_NEAR_DIST,Grocery_NEAR_DIST,Any_School_NEAR_DIST,Lat,Long
1644,474235060930.000000000000000,354380.000000000000000,46210.000000000000000,4621.000000000000000,1981.000000000000000,1781.000000000000000,0,24309.306403795148071,4009.132610958881742,17687.292659559170716,24309.306403795148071,8991.303007537100711,26.3236355,-80.12886855
1645,474233040911.000000000000000,478840.000000000000000,31850.000000000000000,5308.000000000000000,1988.000000000000000,1978.000000000000000,0,29656.867614137110650,14130.369918663844146,27792.167510863582720,29656.867614137110650,2720.112725684850830,26.32372164,-80.15981957
1646,474236040101.000000000000000,285640.000000000000000,24000.000000000000000,6000.000000000000000,2006.000000000000000,1574.000000000000000,0,22558.335259080460673,3272.159980913385425,10417.147217301397177,22558.335259080460673,4021.564664017605082,26.32347172,-80.10659629
1647,474233050260.000000000000000,255660.000000000000000,17450.000000000000000,1454.000000000000000,1985.000000000000000,1050.000000000000000,0,28593.049941411431064,12433.231004794983164,26098.379808481655346,28593.049941411431064,3391.161677600890016,26.32375262,-80.15463244
1648,474233081450.000000000000000,692620.000000000000000,65910.000000000000000,9415.000000000000000,1987.000000000000000,2416.000000000000000,0,30550.070273325669405,15476.646695656672819,29137.566675638267043,30550.070273325669405,2883.170392916877972,26.32372671,-80.16393617
1649,474233032040.000000000000000,450970.000000000000000,61650.000000000000000,10275.000000000000000,1984.000000000000000,1938.000000000000000,0,31832.665983373088238,17300.494221350978478,30964.066365579776175,31832.665983373088238,3938.909821768698748,26.32381168,-80.16951795
1650,474233050261.000000000000000,299780.000000000000000,15460.000000000000000,1288.000000000000000,1985.000000000000000,1347.000000000000000,0,28578.645746415277245,12407.449034237288288,26072.858938236586255,28578.645746415277245,3408.061345559262463,26.32375737,-80.15455391
1651,474236040122.000000000000000,189760.000000000000000,24000.000000000000000,6000.000000000000000,1967.000000000000000,1299.000000000000000,0,22567.333802707718860,3152.302205652315934,10536.550149326259998,22567.333802707718860,4132.962153251412929,26.32346939,-80.10696261
1652,474236040180.000000000000000,231520.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1349.000000000000000,0,22581.167874526017840,2982.500684010160967,10705.707357086292177,22581.167874526017840,4291.572185382242424,26.32346609,-80.10748156
1653,474234000053.000000000000000,921850.000000000000000,120230.000000000000000,12023.000000000000000,1988.000000000000000,3479.000000000000000,0,25709.509275044150854,7349.344185834949712,21012.155041772453842,25709.509275044150854,7602.664947984197170,26.32351811,-80.1390739
1654,474235050010.000000000000000,1015390.000000000000000,146690.000000000000000,14669.000000000000000,1984.000000000000000,4595.000000000000000,0,24644.034074705275998,5022.900503993364509,18688.352910472298390,24644.034074705275998,9800.067524046742619,26.32345044,-80.13195667
1655,474233040910.000000000000000,493960.000000000000000,31850.000000000000000,5308.000000000000000,1989.000000000000000,2092.000000000000000,0,29683.568176614793629,14183.068924897508623,27843.619891293725232,29683.568176614793629,2704.656728983268749,26.32369554,-80.15997908
1656,474233100520.000000000000000,536200.000000000000000,74350.000000000000000,12391.000000000000000,1994.000000000000000,2457.000000000000000,0,30895.874130669220904,16024.485026207132250,29680.838751530944137,30895.874130669220904,3087.054478491910686,26.32363162,-80.1656053
1657,474331060430.000000000000000,343600.000000000000000,15180.000000000000000,7752.000000000000000,2019.000000000000000,1395.000000000000000,0,22459.686898392941657,4737.215258189489759,8951.720854812017933,22459.686898392941657,2695.930983129083415,26.3233897,-80.10211196
1658,474233041341.000000000000000,487450.000000000000000,30840.000000000000000,5140.000000000000000,1989.000000000000000,2092.000000000000000,0,29967.760625766775775,14627.077620470556212,28286.192331259091588,29967.760625766775775,2685.572505362701577,26.32367235,-80.16133521
1659,474233040150.000000000000000,710520.000000000000000,48290.000000000000000,6898.000000000000000,1986.000000000000000,2834.000000000000000,0,28788.045937672417494,12795.585436144168852,26455.675223990772793,28788.045937672417494,3157.211662252572751,26.32365517,-80.1557343
1660,474233031190.000000000000000,549400.000000000000000,69380.000000000000000,9912.000000000000000,1990.000000000000000,2606.000000000000000,0,31385.138532625143853,16683.730146030789911,30345.139660509987152,31385.138532625143853,3503.284547679079878,26.3237549,-80.16762863
1661,474234040241.000000000000000,574360.000000000000000,69920.000000000000000,9898.000000000000000,1985.000000000000000,3059.000000000000000,0,27308.231322043793625,10315.381961222417885,23978.173327901677112,27308.231322043793625,4944.095521927382833,26.32363877,-80.14815003
1662,474331060400.000000000000000,151040.000000000000000,36300.000000000000000,9075.000000000000000,1988.000000000000000,1003.000000000000000,0,22460.776227732672851,4584.394901788547941,9103.880974856576358,22460.776227732672851,2824.915623358636367,26.32338525,-80.10257892
1663,474233040900.000000000000000,439980.000000000000000,33580.000000000000000,5597.000000000000000,1988.000000000000000,1869.000000000000000,0,29708.721871644920611,14236.805070159140087,27895.752813986211549,29708.721871644920611,2687.211483202162526,26.3236615,-80.16014126
1664,474235030110.000000000000000,819560.000000000000000,94310.000000000000000,9431.000000000000000,1998.000000000000000,3272.000000000000000,0,24896.990640723422985,5574.440516516542630,19241.803241619574692,24896.990640723422985,9291.013649718828674,26.32351393,-80.13364691
1665,474233050030.000000000000000,271660.000000000000000,21040.000000000000000,1503.000000000000000,1985.000000000000000,1105.000000000000000,0,28418.229550183805259,12160.841268774709533,25825.026354464418546,28418.229550183805259,3554.548548837841281,26.32372493,-80.15379789
1666,474235060250.000000000000000,335460.000000000000000,55220.000000000000000,5020.000000000000000,1981.000000000000000,1623.000000000000000,0,24340.709274689845188,4151.803846288954446,17826.077618989231269,24340.709274689845188,9093.934358937403886,26.32357042,-80.12930074
1667,474233040370.000000000000000,480960.000000000000000,33850.000000000000000,5642.000000000000000,1988.000000000000000,1978.000000000000000,0,28906.857952843438397,12991.799013131607353,26651.077224133096024,28906.857952843438397,3053.421415266815529,26.32364248,-80.15633344
1668,474233100590.000000000000000,412020.000000000000000,33060.000000000000000,5510.000000000000000,1994.000000000000000,2070.000000000000000,0,31051.006416899264877,16233.595760426645938,29891.654863172752812,31051.006416899264877,3210.779541360760504,26.32367304,-80.16624724
1669,474233040660.000000000000000,530900.000000000000000,49710.000000000000000,8285.000000000000000,1985.000000000000000,2125.000000000000000,0,29142.551845144484105,13383.567062016913042,27040.630504076325451,29142.551845144484105,2870.713340732385404,26.32360339,-80.15752885
1670,474233050262.000000000000000,299090.000000000000000,16180.000000000000000,1156.000000000000000,1985.000000000000000,1347.000000000000000,0,28548.875836273189634,12389.724118100613850,26052.150282231672463,28548.875836273189634,3401.482545539817693,26.32369434,-80.1544958
1671,474234040033.000000000000000,499570.000000000000000,65600.000000000000000,5668.000000000000000,1986.000000000000000,2389.000000000000000,0,27047.467537207154237,9840.975597243992524,23505.330006819258415,27047.467537207154237,5352.588241582909177,26.32365311,-80.14670042
1672,474233080840.000000000000000,476290.000000000000000,45000.000000000000000,7500.000000000000000,1987.000000000000000,1951.000000000000000,0,30327.109195281023858,15187.993018298995594,28844.556430316642945,30327.109195281023858,2758.793228797866504,26.32362481,-80.16304727
1673,474235060940.000000000000000,346730.000000000000000,64240.000000000000000,6424.000000000000000,1981.000000000000000,1627.000000000000000,0,24271.447267019513674,4010.397852899708141,17682.577928793514729,24271.447267019513674,8967.259238510143405,26.32352429,-80.12886554
1674,474233040550.000000000000000,595820.000000000000000,31360.000000000000000,5226.000000000000000,1988.000000000000000,2115.000000000000000,0,28981.340830393874057,13122.471642415550377,26780.413019577728846,28981.340830393874057,2984.009273029067117,26.32361673,-80.15673138
1675,474233100760.000000000000000,465220.000000000000000,38470.000000000000000,5496.000000000000000,1995.000000000000000,2457.000000000000000,0,31188.976302407096227,16414.689941080760036,30074.717363805139030,31188.976302407096227,3328.438795182155900,26.32372008,-80.16680387
1676,474233040890.000000000000000,537950.000000000000000,39600.000000000000000,6600.000000000000000,1988.000000000000000,1978.000000000000000,0,29734.043189018375415,14296.264984407820521,27953.040604273948702,29734.043189018375415,2665.816610086134006,26.32361483,-80.16032016
1677,474235050330.000000000000000,755490.000000000000000,178410.000000000000000,17841.000000000000000,1986.000000000000000,3186.000000000000000,0,24383.688492921512079,4485.224752219837683,18145.151695151798776,24383.688492921512079,9316.911418103716642,26.32332036,-80.13030469
1678,474235020240.000000000000000,738410.000000000000000,114450.000000000000000,11445.000000000000000,1978.000000000000000,3278.000000000000000,0,25137.590440395273617,6209.565479946656524,19869.047658768791734,25137.590440395273617,8672.360469490382457,26.32339943,-80.1355817
1679,474233041350.000000000000000,482840.000000000000000,30840.000000000000000,5140.000000000000000,1998.000000000000000,1959.000000000000000,0,29977.302484590458334,14672.742525751407811,28328.581213432986260,29977.302484590458334,2662.494059499639206,26.32360052,-80.16147037
1680,474235020010.000000000000000,917460.000000000000000,124840.000000000000000,16841.000000000000000,1997.000000000000000,3733.000000000000000,0,25243.416388089393877,6469.753018266971594,20126.551130274907337,25243.416388089393877,8420.540215919854745,26.32336247,-80.13637493
1681,474234040224.000000000000000,532530.000000000000000,68010.000000000000000,6901.000000000000000,1984.000000000000000,2895.000000000000000,0,27313.989994322670100,10420.343568567050170,24074.491635026206495,27313.989994322670100,4824.659164156300903,26.32346602,-80.14846024
1682,474236040071.000000000000000,226210.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1401.000000000000000,0,22496.755465302296216,3439.930450759984069,10242.624698950534366,22496.755465302296216,3844.934708974467412,26.32333747,-80.10607507
1683,474236040111.000000000000000,244640.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1541.000000000000000,0,22508.439645497499441,3270.130238896164428,10411.780599195797549,22508.439645497499441,4002.623520738440220,26.32333418,-80.10659402
1684,474233100600.000000000000000,454700.000000000000000,39350.000000000000000,6559.000000000000000,1994.000000000000000,2163.000000000000000,0,30994.308231567261828,16180.009213217050274,29834.971990354966692,30994.308231567261828,3158.975866560167560,26.32360176,-80.16607896
1685,474235050290.000000000000000,782540.000000000000000,164810.000000000000000,16481.000000000000000,1980.000000000000000,2646.000000000000000,0,24534.382751398272376,4853.419178439343341,18512.935219786253583,24534.382751398272376,9630.769604378670920,26.32333138,-80.13143112
1686,474236040130.000000000000000,198020.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1392.000000000000000,0,22517.456005625470425,3150.272791078981754,10531.183204342820318,22517.456005625470425,4114.522094913490037,26.32333186,-80.10696033
1687,474331060170.000000000000000,237290.000000000000000,30000.000000000000000,7500.000000000000000,1969.000000000000000,1850.000000000000000,0,22421.505295417737216,5071.281608317097380,8613.268786541289955,22421.505295417737216,2398.347298255218448,26.32329094,-80.1010845
1688,474236040181.000000000000000,292430.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1663.000000000000000,0,22531.317767986376566,2980.470941992583903,10700.340738979883099,22531.317767986376566,4273.801199760588133,26.32332856,-80.10747928
1689,474234040242.000000000000000,502150.000000000000000,53430.000000000000000,5023.000000000000000,1985.000000000000000,2539.000000000000000,0,27247.128288429910754,10271.244967430378892,23928.385829791983269,27247.128288429910754,4960.892638390671891,26.3235227,-80.14800788
1690,474235030020.000000000000000,665940.000000000000000,108760.000000000000000,10876.000000000000000,1979.000000000000000,2506.000000000000000,0,24783.917638368966436,5403.536383565548022,19064.958361036893621,24783.917638368966436,9445.745492556268800,26.32339472,-80.133117
1691,474235020280.000000000000000,719930.000000000000000,117510.000000000000000,11751.000000000000000,1979.000000000000000,2898.000000000000000,0,25029.896833798433363,5966.650388068994289,19626.895038874656166,25029.896833798433363,8905.086764190016765,26.32340133,-80.13483912
1692,474233040880.000000000000000,561850.000000000000000,31850.000000000000000,5308.000000000000000,1988.000000000000000,2092.000000000000000,0,29755.959335313353222,14353.527807793443571,28007.825325560152123,29755.959335313353222,2643.153578153225226,26.32356097,-80.1604919
1693,474235060260.000000000000000,415610.000000000000000,55880.000000000000000,5080.000000000000000,1981.000000000000000,2067.000000000000000,0,24309.475008460376557,4154.294979258860621,17823.534712250620942,24309.475008460376557,9075.185737564066585,26.32347687,-80.12930257
1694,474235020290.000000000000000,850540.000000000000000,120650.000000000000000,12655.000000000000000,1979.000000000000000,3764.000000000000000,0,24964.913129332700919,5861.204545073848749,19518.765733876443846,24964.913129332700919,9001.549036006555980,26.32334605,-80.1345133
1695,474233050043.000000000000000,271660.000000000000000,21040.000000000000000,1503.000000000000000,1985.000000000000000,1105.000000000000000,0,28387.924790957364166,12159.459757414118940,25818.978097474482638,28387.924790957364166,3529.812642171514653,26.32362706,-80.15378759
1696,474331070040.000000000000000,370940.000000000000000,39280.000000000000000,9819.000000000000000,1955.000000000000000,1625.000000000000000,0,22567.739648506401863,8094.303779871684128,5593.126009221427921,22567.739648506401863,1752.446837419546000,26.32312442,-80.09183168
1697,474233040670.000000000000000,527480.000000000000000,49710.000000000000000,8285.000000000000000,1987.000000000000000,1890.000000000000000,0,29169.981015459288756,13462.946769995358409,27116.330383223823446,29169.981015459288756,2815.378585571483200,26.3235248,-80.15776668
1698,474234040032.000000000000000,461300.000000000000000,65320.000000000000000,5590.000000000000000,1986.000000000000000,2231.000000000000000,0,27024.143262996687554,9849.955982867426428,23509.790686277228815,27024.143262996687554,5330.087215547391679,26.32356306,-80.14672229
1699,474233050263.000000000000000,358860.000000000000000,18130.000000000000000,1295.000000000000000,1985.000000000000000,1611.000000000000000,0,28531.462250459298957,12396.753897379212503,26055.737083063533646,28531.462250459298957,3377.259166923791327,26.32362183,-80.1545128
1700,474233040140.000000000000000,606970.000000000000000,88240.000000000000000,12606.000000000000000,1986.000000000000000,1978.000000000000000,0,28757.038247535831033,12839.191346783978588,26490.138803063415253,28757.038247535831033,3075.800113097810936,26.32345927,-80.15585547
1701,474233040361.000000000000000,478640.000000000000000,33850.000000000000000,5642.000000000000000,1988.000000000000000,2092.000000000000000,0,28890.904113410259015,13026.577597304485607,26679.904461362017173,28890.904113410259015,2997.222337971216803,26.32351486,-80.15643185
1702,474236060600.000000000000000,406040.000000000000000,30000.000000000000000,7500.000000000000000,1970.000000000000000,2031.000000000000000,0,22515.817575490236777,2869.574237852180886,10807.087735168952349,22515.817575490236777,4368.723151340107506,26.32325702,-80.10781393
1703,474233080430.000000000000000,499840.000000000000000,50200.000000000000000,8366.000000000000000,1986.000000000000000,1845.000000000000000,0,30115.630310407541401,14909.676209017859946,28562.415372755989665,30115.630310407541401,2667.099661599966112,26.3235348,-80.16219071
1704,474233040560.000000000000000,635500.000000000000000,56030.000000000000000,9338.000000000000000,1987.000000000000000,2484.000000000000000,0,28971.553946914358676,13175.518575243015221,26826.662909766342636,28971.553946914358676,2913.895139520295743,26.32347023,-80.15688447
1705,474233041360.000000000000000,490440.000000000000000,45160.000000000000000,7526.000000000000000,1989.000000000000000,1779.000000000000000,0,29989.970207170750655,14729.447280547867194,28381.368301251153753,29989.970207170750655,2635.841351284865141,26.32351378,-80.16163835
1706,474233080830.000000000000000,538770.000000000000000,54700.000000000000000,9116.000000000000000,1987.000000000000000,2040.000000000000000,0,30344.393102565623849,15262.166993381644716,28913.603580928549491,30344.393102565623849,2738.464440038726025,26.32351016,-80.16326694
1707,474331060570.000000000000000,351550.000000000000000,15180.000000000000000,7746.000000000000000,2019.000000000000000,1395.000000000000000,0,22404.687786234087980,4734.654913367864538,8946.143734784283879,22404.687786234087980,2666.137973824937490,26.3232384,-80.10211046
1708,474331090240.000000000000000,410540.000000000000000,43520.000000000000000,10879.000000000000000,1959.000000000000000,1816.000000000000000,0,22459.678823521022423,7066.602199805897726,6616.581600144182630,22459.678823521022423,1373.037252611441545,26.32314607,-80.09497509
1709,474331060580.000000000000000,184700.000000000000000,33550.000000000000000,8388.000000000000000,1941.000000000000000,1340.000000000000000,0,22405.714526787025534,4588.135242455690786,9092.030361520555743,22405.714526787025534,2791.081804857297357,26.32323414,-80.10255817
1710,474233032030.000000000000000,443520.000000000000000,40320.000000000000000,10275.000000000000000,1984.000000000000000,2040.000000000000000,0,31778.783067355652747,17303.739168962023541,30958.364453769183456,31778.783067355652747,3886.583271467695795,26.32360538,-80.16951504
1711,474233040871.000000000000000,466350.000000000000000,31850.000000000000000,5308.000000000000000,1988.000000000000000,1869.000000000000000,0,29772.986523709612811,14403.747056123333095,28055.533372495228832,29772.986523709612811,2621.360037033510253,26.32350583,-80.16064202
1712,474233040680.000000000000000,582960.000000000000000,51280.000000000000000,8547.000000000000000,1987.000000000000000,2319.000000000000000,0,29213.605865940837248,13546.798837955111594,27198.573102593167278,29213.605865940837248,2774.961757458255761,26.32349104,-80.15802096
1713,474235060850.000000000000000,346990.000000000000000,64930.000000000000000,6493.000000000000000,1981.000000000000000,1627.000000000000000,0,24227.610379785030091,4011.862794484947699,17677.117072516764892,24227.610379785030091,8939.560031883513147,26.32339548,-80.12886205
1714,474233081440.000000000000000,485590.000000000000000,54550.000000000000000,7793.000000000000000,1986.000000000000000,1572.000000000000000,0,30467.836003569078457,15444.905925986564398,29096.289986006759136,30467.836003569078457,2797.153581036810010,26.32351127,-80.16382573
1715,474233100750.000000000000000,427250.000000000000000,37860.000000000000000,5409.000000000000000,1995.000000000000000,2252.000000000000000,0,31160.607024119195557,16431.818554302601115,30085.489731996683986,31160.607024119195557,3294.232712478418307,26.32357486,-80.16684721
1716,474235050300.000000000000000,761700.000000000000000,105510.000000000000000,10551.000000000000000,1980.000000000000000,3117.000000000000000,0,24476.571009459737979,4755.589754055655249,18412.485882051070803,24476.571009459737979,9536.329528335892974,26.32327767,-80.13112868
1717,474234040243.000000000000000,462890.000000000000000,65510.000000000000000,5229.000000000000000,1985.000000000000000,2193.000000000000000,0,27212.261717549030436,10255.479723675594869,23908.579180072145391,27212.261717549030436,4959.815168957254173,26.32343939,-80.14795451
1718,474233040690.000000000000000,533450.000000000000000,42000.000000000000000,7000.000000000000000,1987.000000000000000,1978.000000000000000,0,29263.044775386559195,13624.497141605816068,27276.162492998195376,29263.044775386559195,2749.568365482788522,26.32349005,-80.15825847
1719,474233050042.000000000000000,299050.000000000000000,16180.000000000000000,1156.000000000000000,1985.000000000000000,1347.000000000000000,0,28365.593559242148331,12158.774004785362195,25814.850887788874388,28365.593559242148331,3511.304922900820657,26.32355424,-80.15378098
1720,474233040700.000000000000000,533190.000000000000000,42000.000000000000000,7000.000000000000000,1987.000000000000000,1968.000000000000000,0,29307.384842933090113,13694.421096132038656,27345.949551116220391,29307.384842933090113,2728.109029960686712,26.32348828,-80.15847215
1721,474233050040.000000000000000,347800.000000000000000,18060.000000000000000,1505.000000000000000,1985.000000000000000,1547.000000000000000,0,28324.950310985666874,12111.938134480769804,25766.174784027080022,28324.950310985666874,3532.095088265790309,26.32351395,-80.15363527
1722,474233040710.000000000000000,541930.000000000000000,42000.000000000000000,7000.000000000000000,1988.000000000000000,2195.000000000000000,0,29351.825157861036132,13764.344682284996452,27415.737409744269826,29351.825157861036132,2708.290149917736017,26.32348651,-80.15868583
1723,474234040031.000000000000000,523450.000000000000000,73050.000000000000000,10819.000000000000000,1986.000000000000000,2538.000000000000000,0,26982.973263717842201,9847.217766112857134,23500.818556861693651,26982.973263717842201,5312.125306377649395,26.32343679,-80.14670609
1724,474233040720.000000000000000,492460.000000000000000,42000.000000000000000,7000.000000000000000,1987.000000000000000,1902.000000000000000,0,29396.364477653056383,13834.268309368260816,27485.526306517203921,29396.364477653056383,2690.146603287586458,26.32348473,-80.15889952
1725,474233050041.000000000000000,301730.000000000000000,18050.000000000000000,1289.000000000000000,1985.000000000000000,1347.000000000000000,0,28336.286446441743465,12137.863893771153016,25791.378771358686208,28336.286446441743465,3510.954254281313297,26.32349917,-80.15371362
1726,474233040730.000000000000000,515190.000000000000000,42000.000000000000000,7000.000000000000000,1987.000000000000000,2304.000000000000000,0,29441.002638072750415,13904.191609007872103,27555.315946606726357,29441.002638072750415,2673.713206910257668,26.32348296,-80.1591132
1727,474331060510.000000000000000,345080.000000000000000,44100.000000000000000,11025.000000000000000,1998.000000000000000,2689.000000000000000,0,22372.620179869089043,4445.434988410780534,9228.943334138974024,22372.620179869089043,2896.345167316520929,26.32313377,-80.10298828
1728,474233040740.000000000000000,553540.000000000000000,43130.000000000000000,7188.000000000000000,1987.000000000000000,1902.000000000000000,0,29486.577333713539701,13975.043479642443344,27626.071145234505821,29486.577333713539701,2659.134127434864695,26.323482,-80.15932977
1729,474233040750.000000000000000,554510.000000000000000,44220.000000000000000,7370.000000000000000,1988.000000000000000,1978.000000000000000,0,29531.315845484965394,14047.821193938561919,27698.413061088704126,29531.315845484965394,2643.384692833455574,26.3234735,-80.15955176
1730,474235060270.000000000000000,418430.000000000000000,56550.000000000000000,5141.000000000000000,1981.000000000000000,2035.000000000000000,0,24278.247825285237923,4156.785129893729390,17820.990824875694670,24278.247825285237923,9056.525214666800821,26.32338332,-80.1293044
1731,474234040223.000000000000000,418660.000000000000000,40030.000000000000000,3079.000000000000000,1984.000000000000000,2141.000000000000000,0,27315.121781068206474,10460.955003705295894,24111.622758927187533,27315.121781068206474,4777.733639327083438,26.3233952,-80.14858001
1732,474233031180.000000000000000,462250.000000000000000,69380.000000000000000,9912.000000000000000,1984.000000000000000,1938.000000000000000,0,31330.554648571884172,16686.975400624301983,30339.402152393387951,31330.554648571884172,3444.967332314112355,26.32354859,-80.16762573
1733,474235030100.000000000000000,666890.000000000000000,96000.000000000000000,9600.000000000000000,1979.000000000000000,3160.000000000000000,0,24836.831600388253719,5599.731785049371865,19255.702032041222992,24836.831600388253719,9249.437848306359228,26.32330321,-80.1337112
1734,474233031730.000000000000000,454130.000000000000000,61820.000000000000000,10304.000000000000000,1983.000000000000000,1938.000000000000000,0,31394.533966069993767,16799.725972810210806,30449.799872227355081,31394.533966069993767,3503.487784348776586,26.32349516,-80.16796715
1735,474233031720.000000000000000,427170.000000000000000,50400.000000000000000,8400.000000000000000,1984.000000000000000,1938.000000000000000,0,31452.088139225023042,16883.147779717844969,30533.061585793551785,31452.088139225023042,3558.779839662378890,26.32349225,-80.16822203
1736,474233100610.000000000000000,487420.000000000000000,51590.000000000000000,8599.000000000000000,1994.000000000000000,2163.000000000000000,0,30917.279483899055776,16130.397020178701496,29778.690628053802357,30917.279483899055776,3083.269049835437272,26.32344755,-80.16591769
1737,474233040760.000000000000000,528030.000000000000000,44220.000000000000000,7370.000000000000000,1988.000000000000000,1869.000000000000000,0,29572.127828959146427,14121.380210614926909,27770.835294659391366,29572.127828959146427,2623.837218775839119,26.3234493,-80.15977517
1738,474236040072.000000000000000,245020.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1363.000000000000000,0,22446.837672426026984,3437.900401764149137,10237.258435813464530,22446.837672426026984,3825.790431479792460,26.32319994,-80.1060728
1739,474233031710.000000000000000,480170.000000000000000,62500.000000000000000,10416.000000000000000,1984.000000000000000,2091.000000000000000,0,31510.103310263126332,16967.068939365421102,30616.821582524713449,31510.103310263126332,3615.494910762380186,26.32348931,-80.16847844
1740,474233040870.000000000000000,437150.000000000000000,33580.000000000000000,5597.000000000000000,1988.000000000000000,1660.000000000000000,0,29788.007890811069956,14454.400311315905128,28103.327593497793714,29788.007890811069956,2597.463190201662655,26.32344242,-80.16079296
1741,474233050250.000000000000000,346480.000000000000000,18130.000000000000000,1295.000000000000000,1985.000000000000000,1547.000000000000000,0,28504.279305978729099,12400.336852696216738,26054.711502728805499,28504.279305978729099,3348.228559284917992,26.32352373,-80.15451766
1742,474233031040.000000000000000,539610.000000000000000,40350.000000000000000,10304.000000000000000,1984.000000000000000,2726.000000000000000,0,31588.264244464637159,17069.040023126035521,30719.783827112787549,31588.264244464637159,3693.297177865646972,26.32351324,-80.16879171
1743,474236040110.000000000000000,244270.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1359.000000000000000,0,22458.544496143960714,3268.100496878586910,10406.413981089504887,22458.544496143960714,3984.219841740520224,26.32319665,-80.10659175
1744,474236040121.000000000000000,238690.000000000000000,24000.000000000000000,6000.000000000000000,1967.000000000000000,1311.000000000000000,0,22467.579108570531389,3148.243069526793988,10525.816614327794014,22467.579108570531389,4096.609745354556253,26.32319432,-80.10695806
1745,474233031030.000000000000000,472470.000000000000000,61820.000000000000000,10304.000000000000000,1984.000000000000000,1938.000000000000000,0,31665.971227896618075,17180.935434752816946,30831.464381027370109,31665.971227896618075,3771.986119028292251,26.32350932,-80.16913359
1746,474234040222.000000000000000,458590.000000000000000,44790.000000000000000,3445.000000000000000,1984.000000000000000,2308.000000000000000,0,27320.122410822321399,10488.492894073897332,24137.466077782064531,27320.122410822321399,4748.334901583209103,26.32336067,-80.14866207
1747,474233080440.000000000000000,557970.000000000000000,45000.000000000000000,7500.000000000000000,1986.000000000000000,2320.000000000000000,0,30131.736895874790207,14980.551243144294858,28628.423754453651782,30131.736895874790207,2640.242929957883462,26.32342552,-80.16240063
1748,474236040182.000000000000000,268290.000000000000000,24000.000000000000000,6000.000000000000000,1968.000000000000000,1484.000000000000000,0,22481.468327115780994,2978.441199975014115,10694.974120873588618,22481.468327115780994,4256.543382191951423,26.32319103,-80.10747701
1749,474235020020.000000000000000,855130.000000000000000,160970.000000000000000,16097.000000000000000,1984.000000000000000,3433.000000000000000,0,25149.820880731062061,6400.498252245189178,20047.634871675600152,25149.820880731062061,8470.010313208687876,26.32317636,-80.13615167
1750,474235050310.000000000000000,770580.000000000000000,106890.000000000000000,10689.000000000000000,1982.000000000000000,3272.000000000000000,0,24417.609872447876114,4672.838632857383345,18325.900655001336418,24417.609872447876114,9450.211599064592519,26.32320212,-80.130871
1751,474233040770.000000000000000,495880.000000000000000,44220.000000000000000,7370.000000000000000,1987.000000000000000,1975.000000000000000,0,29608.447176927704277,14194.394236550200731,27842.063108548296441,29608.447176927704277,2600.987883291737944,26.32341034,-80.15999599
1752,474233040360.000000000000000,477080.000000000000000,33850.000000000000000,5642.000000000000000,1988.000000000000000,2092.000000000000000,0,28879.602902520498901,13064.925264472016352,26712.740045511498465,28879.602902520498901,2941.723082714903285,26.32339503,-80.15654166
1753,474331070030.000000000000000,361670.000000000000000,42560.000000000000000,10639.000000000000000,1957.000000000000000,2023.000000000000000,0,22502.936780397591065,8034.412522315828937,5642.446603438556849,22502.936780397591065,1671.889090225035034,26.32296565,-80.09200502
1754,474331090030.000000000000000,978950.000000000000000,276180.000000000000000,10229.000000000000000,1958.000000000000000,2605.000000000000000,1,22396.958580703740154,6866.490072947929548,6808.591939817428283,22396.958580703740154,1331.248503673567257,26.32301965,-80.09557913
1755,474235020270.000000000000000,630420.000000000000000,101980.000000000000000,10198.000000000000000,1988.000000000000000,2564.000000000000000,0,24994.275248293703044,6036.524258226261736,19685.923148558791581,24994.275248293703044,8821.147287056017376,26.32320238,-80.13504044
1756,474234040244.000000000000000,406680.000000000000000,51040.000000000000000,3926.000000000000000,1985.000000000000000,1988.000000000000000,0,27182.124145706482523,10244.724236446238137,23894.103496773932420,27182.124145706482523,4955.732359244967483,26.32336218,-80.14791684
1757,474234040221.000000000000000,492090.000000000000000,58370.000000000000000,4490.000000000000000,1984.000000000000000,2443.000000000000000,0,27326.245709894017637,10521.985504225280238,24168.909389407486742,27326.245709894017637,4712.583077994534506,26.32331868,-80.14876187
1758,474331070010.000000000000000,540000.000000000000000,59990.000000000000000,14998.000000000000000,1957.000000000000000,2614.000000000000000,0,22490.932267686806881,7904.263721073353736,5772.782084758361634,22490.932267686806881,1597.685231897457925,26.32297949,-80.09240379
1759,474233050251.000000000000000,300500.000000000000000,16180.000000000000000,1156.000000000000000,1985.000000000000000,1347.000000000000000,0,28481.207493110054202,12398.641363787481168,26049.596011415644170,28481.207493110054202,3329.279843518093912,26.32345015,-80.15450791
