OID_,COUNT,MEAN_JV,MEAN_LND_VAL,MEAN_LND_SQFOOT,MEAN_ACT_YR_BLT,MEAN_TOT_LVG_AREA,MEAN_WaterAccess,SHAPE_Length,SHAPE_Area,Grocery_NEAR_DIST,NEAR_FID,Hwy_Acc_NEAR_DIST,Hwy_NEAR_DIST,A_School_NEAR_DIST,B_School_NEAR_DIST,C_School_NEAR_DIST,Any_School_NEAR_DIST,Lat,Long,Beach_NEAR_DIST
538,3.000000000000000,775816.666666666627862,137423.333333333343035,18397.000000000000000,1969.666666666666742,2622.333333333333485,1.000000000000000,1136.513739941730591,93217.782312721625203,498.522387348948428,,9130.238682976461860,9130.238682976461860,10663.397351300031005,17435.600918937849201,2378.000634023545899,2378.000634023545899,721947.375043906271458,954955.892583828419447,3923.59247648975
539,2.000000000000000,364570.000000000000000,15965.000000000000000,7982.000000000000000,1965.000000000000000,1356.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,6138.881716775972563,,3961.858569811560756,2014.589404263322194,19228.724736630567349,5129.902903797333238,505.540103184214956,505.540103184214956,713417.208377238828689,945863.780518744140863,13331.5313800167
540,5.000000000000000,394836.000000000000000,36020.000000000000000,6003.199999999999818,1982.200000000000045,1800.200000000000045,0.000000000000000,1136.513739954635412,93217.782314838535967,2264.418527402441214,,9286.873703003073388,9150.897403262993976,11521.693204164299459,4700.746253180755048,11756.219963255187395,4700.746253180755048,721127.166710573714226,935919.283019330352545,22829.9148797456
541,9.000000000000000,433885.555555555562023,73298.888888888890506,5708.111111111111313,1980.000000000000000,2016.111111111111086,0.000000000000000,1136.514396106913182,93217.889951151781133,4068.834167679381608,,8399.517722291338941,7627.377173546523409,11587.586707811036831,7454.623240798099687,12715.129040568339406,7454.623240798099687,725392.250043906271458,937624.054052038118243,21463.5005696502
542,2.000000000000000,575830.000000000000000,90945.000000000000000,7579.000000000000000,1960.000000000000000,1586.000000000000000,0.000000000000000,1136.514068037538209,93217.836134053621208,1705.329614639806323,,10186.933895609228784,10186.858880505424167,17592.656525651425909,12801.082935145708689,3646.359800067512424,3646.359800067512424,714893.583377238828689,954671.764123944099993,4718.14146134964
543,8.000000000000000,478570.000000000000000,67013.750000000000000,7622.375000000000000,1985.500000000000000,2291.000000000000000,0.000000000000000,1136.514068041263499,93217.836134664714336,1791.889711061607613,,10000.480182426204919,9684.031896323413093,11271.967837083077029,5158.040065213532216,14024.238725939458163,5158.040065213532216,724243.958377238828689,935635.154559444985352,23347.7449234795
544,11.000000000000000,451662.727272727293894,39000.909090909088263,5930.545454545454959,1994.454545454545496,2238.272727272727479,0.000000000000000,1136.514068037538209,93217.836134053621208,3833.300065233119767,,16446.301636740518006,16216.493675354962761,6409.587291174441816,3008.692637790268691,19071.825209621092654,3008.692637790268691,724079.916710573714226,929100.198979629669338,29858.4103217154
545,8.000000000000000,593093.750000000000000,78552.500000000000000,6905.375000000000000,1985.750000000000000,2859.250000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,2249.034148455292780,,12670.581083723378470,12185.045554959635410,8644.684238686020763,3873.045380262210529,16444.876472786563681,3873.045380262210529,725064.166710573714226,933077.998019494116306,25964.7139063681
546,6.000000000000000,423533.333333333313931,23790.000000000000000,3964.500000000000000,1998.000000000000000,1793.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,1779.123830769101232,,14409.356755143800910,14351.979153122048956,6906.248797080604163,428.386763923347246,16607.581949109589914,428.386763923347246,722111.416710573714226,930804.970085244742222,28030.7466708421
547,3.000000000000000,453493.333333333313931,34290.000000000000000,8572.666666666666060,1961.666666666666742,1886.000000000000000,0.000000000000000,1136.514396106913182,93217.889951151781133,1025.364886214573744,,7164.029761158808469,6875.759284408218264,12896.248712505854201,13899.023928675927891,0.000000000000000,0.000000000000000,719486.750043906271458,952398.736116787302308,6280.87796909
548,4.000000000000000,325647.500000000000000,16505.000000000000000,6751.500000000000000,1990.250000000000000,1515.250000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,4589.012966291398698,,3068.160459550111682,3012.085529730774851,15470.337782892793257,9393.668579693227002,2029.221483913006750,2029.221483913006750,717190.166710573714226,947852.680084247142076,10650.613643034
549,7.000000000000000,278298.571428571420256,27785.714285714286234,7070.428571428571558,1972.000000000000000,1707.142857142857110,0.000000000000000,1136.514396119818002,93217.889953268706449,4114.223498541652589,,4035.476793517563237,3847.140198483192762,11967.874939342931611,13379.558407859220097,1590.684889145885336,1590.684889145885336,720799.083377238828689,949557.451116954907775,9248.66669558111
550,6.000000000000000,242538.333333333343035,11921.666666666666060,2980.666666666666515,1984.833333333333258,1348.166666666666742,0.000000000000000,1136.513739954635412,93217.782314838535967,5415.390497271483582,,2943.768678004089452,2302.345390177919398,12525.052332762903461,12064.400007274318341,1255.727792207088896,1255.727792207088896,720142.916710573714226,947852.680084247142076,10873.9541953686
551,13.000000000000000,583141.538461538497359,85384.615384615390212,7115.384615384615245,1960.153846153846189,1645.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,1666.397228390060036,,9504.197576665745146,9482.084050177641984,18011.696556832870556,11817.230709603707510,3646.014940458714591,3646.014940458714591,714401.458377238828689,953819.378616703674197,5700.46952501094
552,4.000000000000000,417345.000000000000000,53405.000000000000000,4351.750000000000000,1984.000000000000000,2028.250000000000000,0.000000000000000,1136.514396127268583,93217.889954490907257,1132.268179819774559,,10811.398153869196904,10544.990005958312395,10613.061351790509434,4344.071049501912057,14521.302740452483704,4344.071049501912057,724079.916710573714226,934782.769052203628235,24186.2132514753
553,10.000000000000000,457575.000000000000000,49695.000000000000000,7745.000000000000000,1978.299999999999955,2289.699999999999818,0.000000000000000,1136.513739941730591,93217.782312721625203,585.618978808044631,,5711.237484913157459,5270.578103412800374,14428.076607506491200,8742.501578336879902,7010.443196484764485,7010.443196484764485,716534.000043906271458,938760.568019162863493,19764.8446763389
554,10.000000000000000,341113.000000000000000,43540.000000000000000,4987.899999999999636,1972.200000000000045,1756.299999999999955,0.000000000000000,1136.514068037538209,93217.836134053621208,6017.762978176954675,,5777.494986782172418,4435.013332964356778,16230.931126314439098,5071.473442828693805,4383.272057767623664,4383.272057767623664,710300.416710573714226,938192.311044713947922,21602.933195909
555,1.000000000000000,361750.000000000000000,16300.000000000000000,8152.000000000000000,1983.000000000000000,1330.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,5401.288542445884559,,5178.433552064178002,0.000000000000000,19907.546921255696361,2978.590735397534445,2818.170561959942461,2818.170561959942461,711940.833377238828689,943306.624051703140140,16237.3596089081
556,1.000000000000000,606270.000000000000000,133100.000000000000000,8873.000000000000000,1955.000000000000000,1326.000000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,2806.854150169038348,,12043.269879239087459,12020.785823485641231,12481.095808342215605,18804.269257533509517,5384.010102443801770,5384.010102443801770,720963.125043906271458,957797.177583660930395,1031.31244173004
557,9.000000000000000,259967.777777777781012,13588.888888888888687,905.777777777777828,2006.000000000000000,1398.000000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,3625.803596878081407,,4942.091862188442974,4901.272172315441821,11086.325372221608632,14506.752034049164649,2125.550536457790258,2125.550536457790258,721455.250043906271458,950693.965084079653025,8150.97493053191
558,6.000000000000000,590550.000000000000000,92508.333333333328483,8302.166666666666060,1959.333333333333258,2073.666666666666515,0.166666666666667,1136.514396119818002,93217.889953268706449,400.396408081926950,,9029.781664689793615,8763.825099689072886,15065.078506042924346,13440.806788108449837,1413.578474844533957,1413.578474844533957,717354.208377238828689,953819.378616703674197,4684.27241710514
559,2.000000000000000,1301605.000000000000000,353585.000000000000000,11480.000000000000000,1963.500000000000000,3120.000000000000000,1.000000000000000,1136.513739954635412,93217.782314838535967,3149.170234679571877,,12156.469271344809385,11837.317229004227556,15757.994991693942211,15916.184739531432569,4475.246602241271830,4475.246602241271830,717190.166710573714226,956944.792149327695370,1625.95777503843
560,6.000000000000000,326711.666666666686069,32326.666666666667879,8082.166666666666970,1960.000000000000000,1435.833333333333258,0.000000000000000,1136.513739954635412,93217.782314838535967,3557.476873862785851,,4901.862560283162566,4833.689043537096950,17312.731624680880486,8757.804217268861976,1969.220287389741770,1969.220287389741770,715385.708377238828689,949273.322584163281135,9502.20191065751
561,19.000000000000000,250527.894736842106795,21137.368421052629856,1564.473684210526244,1984.684210526315837,1125.473684210526244,0.000000000000000,1136.513739954635412,93217.782314838535967,2061.676153461457943,,6458.908700776988553,4704.471749130105309,15013.971610560003683,6850.349271889017473,6540.949453609199736,6540.949453609199736,714237.416710573714226,938760.568019162863493,20030.9933667225
562,4.000000000000000,396685.000000000000000,37352.500000000000000,6225.500000000000000,1978.750000000000000,1838.250000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,2070.797477555176556,,9424.495742349607099,9229.607614149892470,11582.751319191755101,4682.971932268934324,11953.449734356558110,4682.971932268934324,721455.250043906271458,935919.283019330468960,22874.7433076243
563,10.000000000000000,549971.000000000000000,83600.000000000000000,6966.699999999999818,1961.700000000000045,1535.099999999999909,0.000000000000000,1136.513739954635412,93217.782314838535967,1339.685946983838676,,9288.651387151285235,9247.159212722466691,18161.084342469803232,11489.295203646690425,3704.475946020551419,3704.475946020551419,714237.416710573714226,953535.250083912163973,6028.05172857638
564,13.000000000000000,474758.461538461560849,34696.923076923078042,5782.846153846154266,1987.384615384615472,1968.538461538461434,0.000000000000000,1136.513739954635412,93217.782314838535967,2154.172619785213556,,13163.041474654557533,12772.661236816307792,8343.307326650141476,3321.147090308722454,16664.559394244119176,3321.147090308722454,724736.083377238828689,932509.740953911095858,26502.793053736
565,6.000000000000000,414363.333333333313931,45790.000000000000000,7326.500000000000000,1997.333333333333258,2161.166666666666515,0.000000000000000,1136.513739954635412,93217.782314838535967,6207.211886617034907,,14252.042203851486192,13369.667414851259309,6539.220897777332539,5441.557384291837479,12800.553375422499812,5441.557384291837479,715877.833377238828689,930236.713019661488943,28312.9273194803
566,1.000000000000000,297730.000000000000000,41980.000000000000000,11995.000000000000000,1988.000000000000000,1504.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,4078.897550948860953,,3662.863211189545382,3404.978172402675682,14864.329444740786130,10244.186099508740881,1200.463835817632116,1200.463835817632116,717846.333377238828689,948420.937149830162525,10071.7312838228
567,9.000000000000000,356758.888888888875954,16403.333333333332121,8201.777777777777374,1972.111111111111086,1439.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,6960.309416000890451,,2557.569175047305180,2260.491934717575987,15439.757812323694452,2110.639852061739475,1710.597255697706714,1710.597255697706714,707839.791710573714226,945295.523617202416062,16446.7551281515
568,1.000000000000000,1127800.000000000000000,104190.000000000000000,6946.000000000000000,1948.000000000000000,1586.000000000000000,0.000000000000000,1136.514068033812919,93217.836133442528080,4392.768282099978023,,13129.904489717848264,13129.637067959980413,11015.847985989987137,21170.613072775497130,6210.578332394125027,6210.578332394125027,723259.708377238828689,958933.691623693797737,49.4688559449306
569,10.000000000000000,301247.000000000000000,25942.000000000000000,6836.399999999999636,1966.500000000000000,1565.200000000000045,0.400000000000000,1136.513739954635412,93217.782314838535967,6824.689181183955043,,4657.864038995187002,3631.337772459565258,7471.821960608182962,17629.540185430709244,4098.588185335114758,4098.588185335114758,725556.291710573714226,949273.322584163281135,9944.94134800391
570,2.000000000000000,763075.000000000000000,166950.000000000000000,23850.000000000000000,1967.000000000000000,3197.500000000000000,0.000000000000000,1136.514068024633389,93217.836131936695892,1518.948993693154989,,8572.062014510120207,8571.969013994263150,9589.673767477468573,17822.151544099342573,1652.702107622067842,1652.702107622067842,722931.625043906271458,954387.635609379503876,4550.73915300357
571,7.000000000000000,449670.000000000000000,42191.428571428572468,7031.857142857143117,1987.571428571428669,2036.428571428571331,0.000000000000000,1136.514068028358679,93217.836132547803572,2010.892516552321013,,9483.948337461264600,9387.372791581019555,11214.107892533598715,4436.352976149727510,11891.801315961442015,4436.352976149727510,720963.125043906271458,935635.154559444985352,23088.9642342744
572,9.000000000000000,213757.777777777781012,31627.777777777777374,7027.555555555555657,1963.444444444444343,1186.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,5320.609788080267208,,5890.364258283465460,5312.323492871490998,7328.416542316829691,17978.406868977072008,2695.921433601828994,2695.921433601828994,725228.208377238828689,950978.093616871163249,8209.21381733841
573,12.000000000000000,503815.000000000000000,36710.000000000000000,6118.333333333333030,1987.750000000000000,1934.250000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,2277.648193553965029,,14490.292453903051864,14221.235028307648463,7552.223633087132839,2534.521056157071143,17497.569645311647037,2534.521056157071143,724243.958377238828689,931089.098453994956799,27882.711409942
574,12.000000000000000,808831.666666666627862,145335.000000000000000,2136.000000000000000,1986.666666666666742,1329.333333333333258,0.000000000000000,1136.514068037537982,93217.836134053621208,3075.666565015188098,,11701.531756015439896,11701.528525897050713,10432.686067438859027,20029.657952025288978,4782.160173061174646,4782.160173061174646,723095.666710573714226,957513.049123776610941,1450.84878146001
575,11.000000000000000,364511.818181818176527,18522.727272727272066,7409.090909090909008,1963.727272727272748,1507.000000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,9082.003435326501858,,2008.314496316730811,1915.979503874584225,16463.852339726647187,2788.419270311211676,2609.510906027161582,2609.510906027161582,707183.625043906271458,940749.467584662139416,20619.0887993269
576,8.000000000000000,416475.000000000000000,62550.000000000000000,4170.000000000000000,1981.000000000000000,1943.750000000000000,0.000000000000000,1136.514068024633389,93217.836131936695892,4546.224258462829312,,7872.336542829812061,7060.226741118608516,11149.419457269055783,7948.091086429881216,12222.304159955683645,7948.091086429881216,725392.250043906271458,938192.311044713947922,20897.5039656332
577,4.000000000000000,259252.500000000000000,27230.000000000000000,6807.500000000000000,1990.250000000000000,1257.500000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,6356.313260037745749,,3122.949475592489762,2941.395843458748004,9226.697589613027958,15585.318552486362023,3737.616489033003745,3737.616489033003745,723587.791710573714226,948705.065518580377102,10268.6236230136
578,3.000000000000000,454396.666666666686069,79830.000000000000000,19957.333333333332121,1959.333333333333258,2832.666666666666515,0.000000000000000,1136.514068037538209,93217.836134053621208,2843.435801180941780,,6023.016898955263059,6018.074983311268625,10624.236333939630640,15388.409698545716310,1064.382062878375791,1064.382062878375791,721783.333377238828689,951830.479124111589044,7034.77657157313
579,9.000000000000000,252414.444444444437977,25600.000000000000000,6400.000000000000000,1975.222222222222172,1459.222222222222172,0.000000000000000,1136.513739941730591,93217.782312721625203,6482.311020257345263,,3266.192196544244780,2961.861092887739233,8905.455945975953000,15893.602198267122731,3819.478861543703715,3819.478861543703715,723915.875043906271458,948705.065518580377102,10296.7147332817
580,8.000000000000000,393756.250000000000000,61996.250000000000000,5636.125000000000000,1981.000000000000000,1906.375000000000000,0.000000000000000,1136.514068037538209,93217.836134053621208,7063.242440003486081,,4548.162243239166855,4012.528226930501660,9949.745750958238204,10435.498968503536162,8957.137752888444084,8957.137752888444084,724243.958377238828689,941317.724559111054987,17685.0182121785
581,3.000000000000000,387846.666666666686069,36000.000000000000000,6000.000000000000000,1981.000000000000000,1729.333333333333258,0.000000000000000,1136.513739947184831,93217.782313616335159,1826.379552617525178,,10171.877788510653772,10169.282290556240696,9941.680356891834890,3771.810669292508464,12187.484451379796155,3771.810669292508464,719650.791710573714226,934498.640519412234426,24072.6937299452
582,9.000000000000000,374441.111111111124046,16451.111111111109494,8225.222222222222626,1965.444444444444343,1841.555555555555657,0.000000000000000,1136.513739954635412,93217.782314838535967,5717.159577397343128,,1920.785196187214979,1837.460706526717786,16260.694410718806466,8034.738937634000649,2363.753814077866082,2363.753814077866082,716369.958377238828689,946432.037584327161312,12131.6551498888
583,9.000000000000000,385667.777777777751908,70157.777777777781012,6377.888888888888687,1981.000000000000000,1811.333333333333258,0.000000000000000,1136.514068024633389,93217.836131936695892,6985.206746983012636,,4422.137990377249480,4032.993476359617034,10227.754688399267252,10355.509185385732053,8780.859303709627056,8780.859303709627056,723915.875043906271458,941317.724559111054987,17657.0259327189
584,12.000000000000000,356626.666666666686069,29826.666666666667879,7456.666666666666970,1958.500000000000000,1349.250000000000000,0.000000000000000,1136.514068037537982,93217.836134053621208,2646.877028541795426,,5539.934262035218126,5538.463873864821835,16683.905601548496634,9702.509043470325196,2657.946733673259587,2657.946733673259587,715877.833377238828689,950125.708109630737454,8560.14634852337
585,10.000000000000000,599564.000000000000000,95678.000000000000000,7973.300000000000182,1964.200000000000045,1626.200000000000045,0.000000000000000,1136.514396119818002,93217.889953268706449,1354.570101705896832,,9728.914698468437564,9643.828722830954575,18666.763743787363637,11520.596984289231841,4260.526046334660350,4260.526046334660350,713745.291710573714226,953819.378616703674197,6085.10218259707
586,9.000000000000000,358528.888888888875954,21225.555555555554747,8490.111111111111313,1964.444444444444343,1677.666666666666742,0.000000000000000,1136.514068037537982,93217.836134053621208,7565.816458290460105,,2511.556506278353481,1323.510498962125894,17669.607030684179335,1718.662691869275704,4070.863508748346248,1718.662691869275704,708824.041710573714226,941317.724559111054987,19328.0239829222
587,14.000000000000000,238682.142857142869616,10063.571428571429351,4133.928571428571558,1983.285714285714221,1072.785714285714221,0.000000000000000,1136.513739941730591,93217.782312721625203,5250.600265809845951,,4875.524637810273816,753.159401296051101,19142.666851347446936,2819.275013486626449,3914.746014655639556,2819.275013486626449,711612.750043906271458,942170.110084578511305,17416.666078142
588,10.000000000000000,346187.000000000000000,20024.000000000000000,8009.100000000000364,1969.700000000000045,1526.400000000000091,0.000000000000000,1136.514068037538209,93217.836134053621208,7901.330296781137804,,2073.914648351034430,187.120804532504422,17223.050153723361291,582.527712612128539,3877.548784637106564,582.527712612128539,708824.041710573714226,942454.238544462714344,18325.6034738563
589,2.000000000000000,302180.000000000000000,31510.000000000000000,7876.500000000000000,1989.500000000000000,1646.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,5264.407500170925232,,2863.652121218048251,2671.621850917790198,11606.644935442618589,13190.968813724024585,1851.041665687600926,1851.041665687600926,721127.166710573714226,948420.937149830162525,10401.877587239
590,5.000000000000000,594770.000000000000000,83718.000000000000000,6976.399999999999636,1961.400000000000091,1795.000000000000000,0.000000000000000,1136.514068037538209,93217.836134053621208,1242.062013957055569,,8966.059508443240702,8931.361720980132304,17987.168873897633603,11320.122336358708708,3470.799096867569460,3470.799096867569460,714401.458377238828689,953251.121624027844518,6183.51173186837
591,10.000000000000000,315031.000000000000000,15303.000000000000000,7651.300000000000182,1959.500000000000000,1338.799999999999955,0.000000000000000,1136.514396119818002,93217.889953268706449,6017.398992352773348,,4208.342764276363596,2330.386578046877275,19382.828205899575551,5138.801431458083243,813.180492367376473,813.180492367376473,713253.166710573714226,946147.909051535651088,13117.3152504019
592,8.000000000000000,616012.500000000000000,120195.000000000000000,7900.125000000000000,1956.875000000000000,1868.125000000000000,0.000000000000000,1136.514068037538209,93217.836134053621208,2151.089575815019543,,10696.952681405586191,10537.352577929252220,13478.050831547618145,16445.832681693264021,3545.415194755684752,3545.415194755684752,719322.708377238828689,956092.406623860355467,2599.43574004318
593,1.000000000000000,485250.000000000000000,51710.000000000000000,8618.000000000000000,1980.000000000000000,2067.000000000000000,0.000000000000000,1136.514068037537982,93217.836134053621208,3191.994399717037140,,8194.437379023909671,6672.435592547215492,13089.918685428187018,8368.089733511029408,8534.979553324048538,8368.089733511029408,714401.458377238828689,936771.668544797576033,21967.6043381776
594,8.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,2088.938351909543599,,7079.042039807269248,6768.692271916196660,12943.887310203268498,7574.726540037637278,8513.095316861439642,7574.726540037637278,717026.125043906271458,937339.925519246608019,21162.0230280423
595,8.000000000000000,327448.750000000000000,18941.250000000000000,7576.250000000000000,1961.000000000000000,1456.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,9388.645142518229477,,1147.822329126932573,1066.114812845274400,15920.606973083471530,2223.701380384010918,3293.086517454136811,2223.701380384010918,707019.583377238828689,941601.853018995374441,19972.1420894187
596,11.000000000000000,559763.636363636353053,62181.818181818183803,7772.727272727272975,1959.000000000000000,1612.454545454545496,0.000000000000000,1136.513739954635412,93217.782314838535967,1086.001414392248989,,9557.727709613543993,9555.264532942013830,17212.851310017078504,12468.259051497805558,3049.051596404985048,3049.051596404985048,715221.666710573714226,954103.507149495068006,5035.39150913407
597,5.000000000000000,434238.000000000000000,72010.000000000000000,6007.199999999999818,1981.000000000000000,2001.599999999999909,0.000000000000000,1136.513739941730591,93217.782312721625203,5037.917825809980968,,7351.279065478916891,6493.076636134232103,10723.468142539022665,8449.832778427913581,11732.746155434984757,8449.832778427913581,725392.250043906271458,938760.568019162863493,20331.6337944696
598,8.000000000000000,125518.750000000000000,3990.000000000000000,996.875000000000000,1974.000000000000000,976.750000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,6387.692849263774406,,1562.883629710016294,253.465662018187544,12021.152594486651651,11946.690847169536937,3202.792783771898485,3202.792783771898485,720635.041710573714226,945863.780518744140863,12911.4427914804
599,12.000000000000000,483858.333333333313931,43020.000000000000000,7170.000000000000000,1990.750000000000000,2328.833333333333485,0.000000000000000,1136.513739954635412,93217.782314838535967,4389.441958169337340,,17203.720894459875126,17109.940609073884843,5465.248698453938232,3117.939478605260774,19401.408208082910278,3117.939478605260774,723259.708377238828689,928247.813454162329435,30663.1732886032
600,4.000000000000000,605845.000000000000000,87360.000000000000000,8842.750000000000000,1986.250000000000000,2365.750000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,2816.681007620213222,,13060.049474862780698,12446.374155088307816,8151.897206890826965,4186.336175290735810,16984.765820227821678,4186.336175290735810,725556.291710573714226,932793.869486702722497,26289.9355371484
601,3.000000000000000,353970.000000000000000,21446.666666666667879,8577.333333333333940,1962.666666666666742,1639.666666666666742,0.000000000000000,1136.513739954635412,93217.782314838535967,9525.826958868576185,,641.254501844310653,497.919965630521915,15674.021377165086960,1878.823448616748919,3158.655144288838073,1878.823448616748919,707019.583377238828689,942170.110084578278475,19491.1886917246
602,8.000000000000000,288293.750000000000000,15432.500000000000000,7716.500000000000000,1958.000000000000000,1130.500000000000000,0.000000000000000,1136.514068037538209,93217.836134053621208,6270.244858792225386,,4826.329131213296932,847.656434626829650,19213.668313796988514,2624.101707538402025,2687.315606401676632,2624.101707538402025,711448.708377238828689,944159.009558943565935,15633.1104735592
603,6.000000000000000,431961.666666666686069,32886.666666666664241,5481.000000000000000,1994.666666666666742,2217.333333333333485,0.000000000000000,1136.514068037538209,93217.836134053621208,3280.958475434154025,,16097.012720781580356,15984.081746434378147,6303.618138272281612,2205.500334628552991,18410.557673912488099,2205.500334628552991,723259.708377238828689,929384.327494194265455,29528.4686632948
604,8.000000000000000,402641.250000000000000,35122.500000000000000,8780.500000000000000,1962.750000000000000,1515.625000000000000,0.000000000000000,1136.514068024633389,93217.836131936695892,2036.126267722909233,,5630.543720766024308,5532.567792944486428,15506.796134358057316,10737.198250538731372,1746.386959109777536,1746.386959109777536,717026.125043906271458,950409.836624195449986,8109.00133764989
605,17.000000000000000,526702.352941176504828,14499.411764705882888,966.352941176470608,1990.058823529411711,1222.941176470588289,0.000000000000000,1136.513739954635412,93217.782314838535967,2958.339197417226842,,11962.605506620924643,11962.605506620924643,11292.898516294280853,19667.767466053763201,5085.756656995315097,5085.756656995315097,722275.458377238828689,957797.177583660930395,1105.33750712858
606,9.000000000000000,420333.333333333313931,64302.222222222218988,4296.555555555555657,1980.000000000000000,1993.444444444444343,0.000000000000000,1136.513739954635412,93217.782314838535967,3742.087237988468132,,8608.966990444394469,7921.185178196690686,11912.043572227128607,7126.540022189826232,12885.238044740633995,7126.540022189826232,725228.208377238828689,937339.925519246724434,21732.4830195508
607,6.000000000000000,204876.666666666656965,28000.000000000000000,6999.000000000000000,1975.166666666666742,1182.833333333333258,0.000000000000000,1136.513739954635412,93217.782314838535967,4789.308259536684091,,3346.692678884142879,3034.520527077388124,12134.358420453127110,12854.948732669872697,1323.579771395583748,1323.579771395583748,720635.041710573714226,948705.065518580377102,10090.4421951675
608,25.000000000000000,320303.599999999976717,19265.599999999998545,1968.759999999999991,1999.160000000000082,1315.240000000000009,0.000000000000000,1136.513739941730591,93217.782312721625203,8488.573153933990397,,15739.976979394397858,14301.891998150991640,6549.044964402139158,3644.938771921400530,12491.217815086767587,3644.938771921400530,714073.375043906271458,928816.070519745349884,29895.182507556
609,6.000000000000000,830526.666666666627862,226770.000000000000000,12521.666666666666060,1971.000000000000000,2673.666666666666515,1.000000000000000,1136.514068037537982,93217.836134053621208,3726.214098028889566,,7518.455157522185800,7266.651968504585057,7648.638942749591479,18489.789726692972181,1792.222933902356317,1792.222933902356317,724736.083377238828689,952966.993109463248402,6161.65348292735
610,11.000000000000000,297927.272727272706106,14569.090909090909918,1213.818181818181756,2003.000000000000000,1315.909090909090992,0.000000000000000,1136.514068037537982,93217.836134053621208,8137.767640986803599,,6196.428823756913516,5873.923452126794473,16157.272044441928301,6271.811152159039011,2985.588821345250381,2985.588821345250381,708495.958377238828689,936771.668544797576033,23586.2484593774
611,5.000000000000000,395474.000000000000000,45818.000000000000000,11454.399999999999636,1960.000000000000000,1801.599999999999909,0.000000000000000,1136.514396119818002,93217.889953268706449,2899.432844491444939,,4794.480331138508518,4745.124535689264121,15809.266491945072630,10065.250530354232978,2199.993949537611570,2199.993949537611570,716862.083377238828689,949557.451116954907775,8972.46201829999
612,7.000000000000000,312338.571428571420256,20250.000000000000000,2250.000000000000000,1976.285714285714221,1574.571428571428669,0.000000000000000,1136.513739954635412,93217.782314838535967,4293.881028364699887,,7841.913574378926569,5636.479563352557307,14424.696956353463975,6751.391145174696248,6582.111982710540360,6582.111982710540360,712432.958377238828689,937339.925519246724434,21795.4629388163
613,2.000000000000000,550805.000000000000000,29000.000000000000000,7250.000000000000000,1963.500000000000000,1897.500000000000000,0.000000000000000,1136.514068024633389,93217.836131936695892,2016.839110818652443,,7132.618902432608593,7132.618902432608593,9944.564924074380542,16573.917451021123270,382.157766345916059,382.157766345916059,722439.500043906271458,952966.993109463248402,5937.0844789637
614,9.000000000000000,284405.555555555562023,19666.666666666667879,1966.666666666666742,1978.555555555555657,1537.111111111111086,0.000000000000000,1136.513739954635412,93217.782314838535967,2285.202889727062484,,6135.475906813735492,4072.877083607689201,15658.716418386093210,6239.350896099717829,5969.098824216471257,5969.098824216471257,713909.333377238828689,939328.825084745883942,19532.3666480456
615,12.000000000000000,389274.166666666686069,28171.666666666667879,7042.916666666666970,1962.750000000000000,1427.583333333333258,0.000000000000000,1136.514068037538209,93217.836134053621208,2316.085324875024526,,5339.023578975809869,5217.382193741455012,15386.920254420270794,10677.641172091747649,1927.537391120128632,1927.537391120128632,717190.166710573714226,950125.708109630737454,8380.78992077691
616,7.000000000000000,425235.714285714260768,37361.428571428572468,6226.857142857143117,1981.571428571428669,2000.142857142857110,0.000000000000000,1136.513739947184831,93217.782313616335159,859.324434791843373,,10785.840278338208009,10648.115825400749600,10233.179522513444681,3262.298752580892597,13199.869286332286720,3262.298752580892597,721619.291710573714226,934498.640519412234426,24304.4760139164
617,10.000000000000000,527093.000000000000000,31972.000000000000000,2131.400000000000091,2022.000000000000000,1536.799999999999955,0.000000000000000,1136.513739954635412,93217.782314838535967,2641.621622293114342,,5483.972627490694322,5140.380107826138556,12706.140840715281229,13120.569587455833243,1544.909920896821632,1544.909920896821632,719814.833377238828689,950693.965084079653025,8014.48878279162
